Name,Platform,Year,Publisher,Global_Sales,Total_Sales
DiRT 2,MULTI,2009,Codemasters,1.01,2.2
Rayman Legends,MULTI,2014,Ubisoft,1.01,3.1500000000000004
NERF N-Strike Elite,Wii,2009,Electronic Arts,1.0,1.0
Ford Racing 2,MULTI,2003,Empire Interactive,1.0,1.15
Breath of Fire III,PS,1997,Capcom,1.0,1.0
Dead or Alive 2,MULTI,2000,Tecmo Koei,1.0,1.1400000000000001
1942,NES,1985,Capcom,1.0,1.0
Excitebike 64,N64,2000,Nintendo,1.0,1.0
NES Open Tournament Golf,NES,1991,Nintendo,1.0,1.0
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Sammy Corporation,1.0,1.0
Haze,PS3,2008,Ubisoft,1.0,1.0
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Konami Digital Entertainment,1.0,1.0
Road & Track Presents: The Need for Speed,PS,1995,Electronic Arts,1.0,1.0
NFL GameDay 2001,MULTI,2000,Sony Computer Entertainment,1.0,1.3599999999999999
NBA Live 97,PS,1996,Electronic Arts,1.0,1.0
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Tecmo Koei,1.0,1.0
Rocksmith 2014,MULTI,2013,Ubisoft,1.0,2.96
Dead Space 3,MULTI,2013,Electronic Arts,1.0,1.99
Jampack Winter 2000,PS,2000,Sony Computer Entertainment,1.0,1.0
NFL Fever 2002,XB,2000,Microsoft Game Studios,0.99,0.99
Tom Clancy's Splinter Cell: Blacklist,MULTI,2013,Ubisoft,0.99,2.09
NCAA Football 12,MULTI,2011,Electronic Arts,0.99,1.8199999999999998
Band Hero,MULTI,2009,Activision,0.99,2.95
Cars: Race-O-Rama,MULTI,2009,THQ,0.99,1.8
Oddworld: Abe's Exoddus,PS,1998,GT Interactive,0.99,0.99
EyePet,PS3,2009,Sony Computer Entertainment,0.99,0.99
Scooby-Doo! First Frights,MULTI,2009,Warner Bros. Interactive Entertainment,0.99,1.32
The Bouncer,PS2,2000,Sony Computer Entertainment,0.99,0.99
Shadow The Hedgehog,MULTI,2005,Sega,0.99,1.77
Xenoblade Chronicles,Wii,2010,Nintendo,0.98,0.98
Tetris 2,NES,1993,Nintendo,0.98,0.98
Air-Sea Battle,2600,0,Atari,0.98,0.98
Suikoden III,PS2,0,Unknown,0.98,0.98
South Park: The Stick of Truth,MULTI,2014,Ubisoft,0.98,1.93
Driver: San Francisco,MULTI,2011,Ubisoft,0.98,1.88
Sniper Elite V2,MULTI,2012,505 Games,0.98,1.8499999999999999
Pro Evolution Soccer 2014,MULTI,2013,Konami Digital Entertainment,0.98,1.23
Brutal Legend,MULTI,2009,Electronic Arts,0.98,1.93
Final Fantasy Type-0,MULTI,2015,Square Enix,0.97,1.22
de Blob,Wii,2008,THQ,0.97,0.97
NBA 2K10,MULTI,2009,Take-Two Interactive,0.97,2.6
Yakuza 4,PS3,0,Sega,0.97,0.97
Club Penguin: Game Day!,Wii,2010,Disney Interactive Studios,0.97,0.97
NHL 2004,MULTI,2003,Electronic Arts,0.97,1.25
Grand Theft Auto: Vice City Stories,PS2,2007,Take-Two Interactive,0.97,0.97
Romancing SaGa,MULTI,1992,SquareSoft,0.97,1.5499999999999998
Donkey Kong Junior,2600,1981,Atari,0.97,0.97
Medal of Honor: Underground,PS,2000,Electronic Arts,0.97,0.97
Dark Cloud 2,PS2,2002,Sony Computer Entertainment,0.96,0.96
Jampack Summer '99,PS,1999,Sony Computer Entertainment,0.96,0.96
PlayStation All-Stars Battle Royale,PS3,2012,Sony Computer Entertainment,0.96,0.96
Dance Dance Revolution 2nd ReMIX,PS,1999,Konami Digital Entertainment,0.96,0.96
Dragon Quest X,MULTI,2012,Square Enix,0.96,1.3599999999999999
Star Soldier,NES,1986,Hudson Soft,0.96,0.96
Lost Planet 2,MULTI,2010,Capcom,0.96,1.72
NHL 2001,MULTI,2000,Electronic Arts,0.96,1.5899999999999999
Shinobi,PS2,2002,Sony Computer Entertainment,0.96,0.96
Naruto Shippuden: Ultimate Ninja Storm 3,MULTI,2013,Namco Bandai Games,0.96,1.47
LEGO Jurassic World,MULTI,2015,Warner Bros. Interactive Entertainment,0.95,3.93
World Championship Poker,MULTI,2004,Play It,0.95,1.46
Cars 2,MULTI,2011,Disney Interactive Studios,0.95,1.99
Wild ARMs,PS,1996,Sony Computer Entertainment,0.95,0.95
Kessen,PS2,2000,Electronic Arts,0.95,0.95
NCAA Football 2000,PS,1999,Electronic Arts,0.95,0.95
Guitar Hero: Metallica,MULTI,2009,Activision,0.95,2.74
Evolve,MULTI,2015,Take-Two Interactive,0.95,1.5699999999999998
Army of Two: The 40th Day,MULTI,2010,Electronic Arts,0.95,1.7999999999999998
Tony Hawk: RIDE,MULTI,2009,Activision,0.95,2.16
Lego Batman 3: Beyond Gotham,MULTI,2014,Warner Bros. Interactive Entertainment,0.95,3.58
Wii Play: Motion,Wii,2011,Nintendo,0.95,0.95
Killzone,PS2,2004,Sony Computer Entertainment,0.94,0.94
The Tomb Raider Trilogy,PS3,2011,Square Enix,0.94,0.94
Colin McRae Rally 04,MULTI,2003,Codemasters,0.94,1.04
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,GT Interactive,0.94,0.94
Castlevania: Lament of Innocence,PS2,2003,Konami Digital Entertainment,0.94,0.94
The Witcher 2: Assassins of Kings,X360,2012,Namco Bandai Games,0.94,0.94
Destroy All Humans!,MULTI,2005,THQ,0.94,1.4
SaGa Frontier 2,PS,1999,SquareSoft,0.94,0.94
NCAA Football 10,MULTI,2009,Electronic Arts,0.94,2.33
MLB 2000,PS,1999,Sony Computer Entertainment,0.94,0.94
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Nintendo,0.94,0.94
Bully,PS2,2006,Take-Two Interactive,0.94,0.94
Hot Shots Golf Fore!,PS2,2003,Sony Computer Entertainment,0.94,0.94
MLB 06: The Show,PS2,2006,Sony Computer Entertainment,0.94,0.94
NHL 2003,MULTI,2002,Electronic Arts,0.93,1.27
Operation Flashpoint: Dragon Rising,MULTI,2009,Codemasters,0.93,1.85
Nickelodeon Fit,Wii,2010,Take-Two Interactive,0.93,0.93
Buzz! Quiz World,PS3,2009,Sony Computer Entertainment,0.93,0.93
EA Sports Grand Slam Tennis,Wii,2009,Electronic Arts,0.93,0.93
White Knight Chronicles: International Edition,PS3,2008,Sony Computer Entertainment,0.93,0.93
Sonic Riders: Zero Gravity,MULTI,2008,Sega,0.93,1.11
Mega Man 4,NES,1991,Capcom,0.93,0.93
Castlevania II: Simon's Quest,NES,1987,Konami Digital Entertainment,0.93,0.93
MLB 07: The Show,MULTI,2007,Sony Computer Entertainment,0.93,1.24
Brothers in Arms: Hell's Highway,MULTI,2008,Ubisoft,0.93,1.8
Pokken Tournament,WiiU,2016,Namco Bandai Games,0.93,0.93
SnoCross Championship Racing,PS,1999,Ubisoft,0.93,0.93
Top Gun: Combat Zones,MULTI,2001,Titus,0.92,1.07
Blue Dragon,X360,2006,Microsoft Game Studios,0.92,0.92
NCAA Football 11,MULTI,2010,Electronic Arts,0.92,2.14
NHL 98,PS,1997,Electronic Arts,0.92,0.92
Wipeout: In The Zone,X360,2011,Activision,0.92,0.92
Space Jam,PS,1996,Acclaim Entertainment,0.92,0.92
Balloon Fight,NES,1985,Nintendo,0.92,0.92
Crysis 3,MULTI,2013,Electronic Arts,0.92,1.82
Dynasty Warriors 7,MULTI,2011,Tecmo Koei,0.92,1.1600000000000001
MLB 12: The Show,PS3,2012,Sony Computer Entertainment,0.92,0.92
Sonic Riders,MULTI,2006,Sega,0.92,1.55
Starsky & Hutch,MULTI,2003,Empire Interactive,0.92,1.26
Tobal No.1,PS,1996,Sony Computer Entertainment,0.92,0.92
Lost Odyssey,X360,2007,Microsoft Game Studios,0.92,0.92
MLB 15: The Show,MULTI,2015,Sony Computer Entertainment,0.92,1.31
AMF Bowling Pinbusters!,Wii,2007,Bethesda Softworks,0.91,0.91
Street Hoops,MULTI,2002,Activision,0.91,1.31
Avatar: The Game,MULTI,2009,Ubisoft,0.91,2.42
Tom Clancy's EndWar,MULTI,2008,Ubisoft,0.91,1.56
Knockout Kings 2002,MULTI,2002,Electronic Arts,0.91,1.1800000000000002
Tokyo Xtreme Racer 3,PS2,2003,Genki,0.91,0.91
Colin McRae Rally 2.0,PS,2000,Codemasters,0.91,0.91
Glover,MULTI,1998,Hasbro Interactive,0.91,1.08
MX vs. ATV Reflex,MULTI,2009,THQ,0.91,1.6400000000000001
Minecraft: Story Mode,MULTI,2015,Mojang,0.91,2.81
Marvel: Ultimate Alliance 2,MULTI,2009,Activision,0.91,2.4
Super Momotarou Dentetsu III,SNES,1994,Hudson Soft,0.91,0.91
Tiger Woods PGA Tour 2002,PS2,2002,Electronic Arts,0.9,0.9
Rhythm Heaven,Wii,0,Unknown,0.9,0.9
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,ASCII Entertainment,0.9,0.9
MLB 2005,PS2,2004,Sony Computer Entertainment,0.9,0.9
SOCOM 4: U.S. Navy SEALs,PS3,2011,Sony Computer Entertainment,0.9,0.9
Burnout Revenge,MULTI,2005,Electronic Arts,0.9,1.94
Buzz! Quiz TV,PS3,2008,Sony Computer Entertainment,0.9,0.9
We Ski & Snowboard,Wii,2008,Atari,0.9,0.9
Destruction Derby,PS,1995,Psygnosis,0.9,0.9
3Xtreme,PS,1999,989 Studios,0.9,0.9
Hot Shots Tennis,PS2,2006,Sony Computer Entertainment,0.9,0.9
Tiger Woods PGA Tour 12: The Masters,MULTI,2011,Electronic Arts,0.9,1.9
Spider-Man 3,MULTI,2007,Activision,0.9,2.63
Samba De Amigo,Wii,2008,Sega,0.9,0.9
FIFA Soccer 09 All-Play,Wii,2008,Electronic Arts,0.9,0.9
LittleBigPlanet Karting,PS3,2012,Sony Computer Entertainment,0.9,0.9
Harry Potter: Quidditch World Cup,MULTI,2003,Electronic Arts,0.9,1.49
The Biggest Loser: Ultimate Workout,X360,2010,THQ,0.9,0.9
Call of Juarez: Bound in Blood,MULTI,2009,Ubisoft,0.89,1.5
Blitz: The League,MULTI,2005,Unknown,0.89,1.58
Tiger Woods PGA Tour 06,MULTI,2005,Electronic Arts,0.89,1.79
The Jak and Daxter Collection,PS3,2012,Sony Computer Entertainment,0.89,0.89
CSI: Hard Evidence,MULTI,2008,Ubisoft,0.89,0.99
Ace Combat 2,PS,1997,Sony Computer Entertainment,0.89,0.89
F1 2009,Wii,2009,Codemasters,0.89,0.89
NFL 2K2,MULTI,2001,Sega,0.89,1.07
EA Sports UFC 2,MULTI,2016,Electronic Arts,0.89,1.29
Monster 4X4: World Circuit,Wii,2006,Ubisoft,0.89,0.89
Wii Fit U,WiiU,2013,Nintendo,0.89,0.89
Kingdoms of Amalur: Reckoning,MULTI,2012,Electronic Arts,0.89,1.76
MLB 2001,PS,2000,Sony Computer Entertainment,0.89,0.89
SingStar Anthems,PS2,2006,Sony Computer Entertainment,0.89,0.89
Seiken Densetsu 3,SNES,1995,SquareSoft,0.89,0.89
Mega Man 8 Anniversary Collector's Edition,MULTI,1996,Capcom,0.88,0.94
Ghostbusters: The Video Game,MULTI,2009,Atari,0.88,2.8
Rock Band 3,MULTI,2010,MTV Games,0.88,2.13
NBA 2K6,MULTI,2005,Take-Two Interactive,0.88,1.47
Buzz! The Mega Quiz,PS2,2007,Sony Computer Entertainment,0.88,0.88
Endless Ocean: Blue World,Wii,2009,Nintendo,0.88,0.88
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,CTO SpA,0.88,0.88
Cooking Mama: World Kitchen,Wii,2008,505 Games,0.88,0.88
Tekken Tag Tournament 2,MULTI,2012,Namco Bandai Games,0.88,1.42
ESPN NHL 2K5,MULTI,2004,Global Star,0.88,1.3
Crimson Skies: High Road to Revenge,XB,2003,Microsoft Game Studios,0.87,0.87
Spec Ops: Ranger Elite,PS,2001,TalonSoft,0.87,0.87
Gex,PS,1995,Crystal Dynamics,0.87,0.87
Derby Stallion II,SNES,1994,ASCII Entertainment,0.87,0.87
Gold's Gym: Dance Workout,Wii,2010,Ubisoft,0.87,0.87
Red Faction: Guerrilla,MULTI,2009,THQ,0.87,1.62
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Ubisoft,0.87,0.87
Need for Speed: V-Rally,PS,1997,Infogrames,0.87,0.87
Kingdom Hearts Re: Chain of Memories,PS2,2008,Square Enix,0.87,0.87
Pictionary,Wii,2010,THQ,0.87,0.87
NFL GameDay '97,PS,1996,Sony Computer Entertainment,0.87,0.87
Beijing 2008,MULTI,2008,Sega,0.87,1.46
The House of the Dead: Overkill,Wii,2009,Sega,0.87,0.87
Tony Hawk's Project 8,MULTI,2006,Activision,0.87,1.99
NHL 2000,PS,1998,Electronic Arts,0.87,0.87
Fight Night Round 2,MULTI,2005,Electronic Arts,0.87,1.64
Triple Play 2002,MULTI,2002,Electronic Arts,0.87,1.12
Vagrant Story,PS,2000,Crave Entertainment,0.87,0.87
Warriors Orochi,MULTI,2007,Tecmo Koei,0.87,1.07
Enduro,2600,1982,Quelle,0.87,0.87
Tales of Xillia 2,PS3,2012,Namco Bandai Games,0.87,0.87
SingStar '90s,PS2,2007,Sony Computer Entertainment,0.87,0.87
Tomb Raider: Anniversary,MULTI,2007,Eidos Interactive,0.86,1.76
Darksiders II,MULTI,2012,THQ,0.86,2.1
The Lord of the Rings: War in the North,MULTI,0,Warner Bros. Interactive Entertainment,0.86,1.72
Rocky,MULTI,2002,Rage Software,0.86,1.1
Ford Racing,PS,2001,Empire Interactive,0.86,0.86
Madden Football 64,N64,1997,Electronic Arts,0.86,0.86
MLB 99,PS,1998,Sony Computer Entertainment,0.86,0.86
Dragon Ball Z: Burst Limit,MULTI,2008,Atari,0.86,1.35
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Tecmo Koei,0.86,0.86
Ninja Gaiden Sigma 2,PS3,2009,Ubisoft Annecy,0.86,0.86
Army Men: Air Attack,PS,1999,3DO,0.85,0.85
Need for Speed: Nitro,Wii,2009,Electronic Arts,0.85,0.85
Madden NFL 09 All-Play,Wii,2008,Electronic Arts,0.85,0.85
NBA 2K8,MULTI,2007,Take-Two Interactive,0.85,2.0
Street Fighter Alpha 2,MULTI,1996,Virgin Interactive,0.85,1.34
Blazing Angels: Squadrons of WWII,MULTI,2007,Ubisoft,0.85,2.02
Castlevania III: Dracula's Curse,NES,1989,Konami Digital Entertainment,0.85,0.85
Rampage World Tour,MULTI,1997,GT Interactive,0.85,1.3
Ratatouille,MULTI,2007,THQ,0.85,2.3
NFL GameDay,PS,1995,Sony Computer Entertainment,0.85,0.85
Burnout 2: Point of Impact,MULTI,2002,Acclaim Entertainment,0.85,1.24
Street Fighter EX3,PS2,2000,Virgin Interactive,0.85,0.85
Karaoke Revolution Glee,Wii,2010,Konami Digital Entertainment,0.85,0.85
Thief (2014),MULTI,2014,Square Enix,0.84,1.99
Tiger Woods PGA Tour 11,MULTI,2010,Electronic Arts,0.84,1.9300000000000002
Devil May Cry HD Collection,MULTI,2012,Capcom,0.84,1.28
MLB 16: The Show,MULTI,2016,Sony Computer Entertainment,0.84,1.0
Xenoblade Chronicles X,WiiU,2015,Nintendo,0.84,0.84
ATV Quad Power Racing 2,MULTI,2003,Acclaim Entertainment,0.84,1.57
Harvest Moon: Tree of Tranquility,Wii,2007,Rising Star Games,0.84,0.84
Final Fantasy,MULTI,1987,SquareSoft,0.84,1.35
Street Fighter X Tekken,MULTI,2012,Capcom,0.84,1.31
Rocket Power: Team Rocket Rescue,PS,2001,THQ,0.84,0.84
Duke Nukem Forever,MULTI,2011,Take-Two Interactive,0.84,1.6099999999999999
Big Mutha Truckers,MULTI,2002,Empire Interactive,0.84,1.1099999999999999
Borderlands: The Handsome Collection,MULTI,2015,Take-Two Interactive,0.84,1.25
Rogue Galaxy,PS2,2005,Sony Computer Entertainment,0.84,0.84
ESPN College Hoops 2K5,MULTI,2004,Sega,0.84,1.22
Time Crisis 4,PS3,2007,Namco Bandai Games,0.84,0.84
Q*bert,MULTI,1999,Atari,0.84,1.42
Ace Combat 3: Electrosphere,PS,1999,Sony Computer Entertainment,0.83,0.83
Dynasty Warriors 2,PS2,2000,THQ,0.83,0.83
FIFA Soccer World Championship,PS2,2000,Electronic Arts,0.83,0.83
Brute Force,XB,2003,Microsoft Game Studios,0.83,0.83
Dance Central 3,X360,2012,Microsoft Game Studios,0.83,0.83
The Game of Life,PS,1998,Unknown,0.83,0.83
Mega Man Legends,PS,1997,Capcom,0.83,0.83
Sly 3: Honor Among Thieves,PS2,2005,Sony Computer Entertainment,0.83,0.83
The Price is Right,Wii,2008,Ubisoft,0.83,0.83
Sid Meier's Civilization Revolution,MULTI,2008,Take-Two Interactive,0.83,1.62
MLB SlugFest 20-03,MULTI,0,Unknown,0.83,1.18
The Amazing Spider-Man (Console Version),MULTI,2012,Activision,0.83,1.83
Dragon Ball: Raging Blast 2,MULTI,2010,Namco Bandai Games,0.83,1.47
MediEvil,PS,1998,Sony Computer Entertainment,0.83,0.83
Casper,PS,1996,Interplay,0.83,0.83
Deca Sports 2,Wii,2009,Hudson Soft,0.82,0.82
Star Wars The Clone Wars: Republic Heroes,MULTI,2009,LucasArts,0.82,1.93
DJ Hero 2,MULTI,2010,Activision,0.82,2.2
Street Fighter V,PS4,2016,Capcom,0.82,0.82
Clu Clu Land,NES,1984,Nintendo,0.82,0.82
Killer Instinct Gold,N64,1996,Nintendo,0.82,0.82
Amped: Freestyle Snowboarding,XB,2001,Microsoft Game Studios,0.82,0.82
Custer's Revenge,2600,1981,Mystique,0.82,0.82
DmC: Devil May Cry,MULTI,2013,Capcom,0.82,1.69
Rocket Power: Beach Bandits,MULTI,2002,THQ,0.82,1.05
Hasbro Family Game Night 3,MULTI,2010,Electronic Arts,0.82,1.28
Stranglehold,MULTI,2007,Midway Games,0.82,1.1199999999999999
Shin Megami Tensei: Persona 4,PS2,2008,Atlus,0.82,0.82
SingStar Vol. 2,PS3,2008,Sony Computer Entertainment,0.82,0.82
Shaun White Snowboarding,MULTI,0,Ubisoft,0.82,1.79
Twisted Metal (2012),PS3,2012,Sony Computer Entertainment,0.82,0.82
Ready 2 Rumble Boxing: Round 2,MULTI,2000,Midway Games,0.81,1.57
Kamaitachi no Yoru,SNES,1994,ChunSoft,0.81,0.81
Tales of Destiny II,PS,2000,Namco Bandai Games,0.81,0.81
Super Bomberman 2,SNES,1994,Hudson Soft,0.81,0.81
NASCAR 2001,MULTI,2000,Electronic Arts,0.81,1.51
EA Sports Active NFL Training Camp,Wii,2010,Electronic Arts,0.81,0.81
The Legend of Zelda: Four Swords Adventures,GC,2004,Nintendo,0.81,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Konami Digital Entertainment,0.81,0.81
Guitar Hero Live,MULTI,2015,Activision,0.81,2.02
Valkyrie Profile,PS,1999,Enix Corporation,0.81,0.81
Army Men: Sarge's Heroes,MULTI,1999,3DO,0.81,1.37
Mega Man,NES,1987,Capcom,0.81,0.81
EarthBound,SNES,1994,Nintendo,0.81,0.81
The Next Tetris,PS,1998,Atari,0.81,0.81
Ben 10: Alien Force,MULTI,2008,Koch Media,0.81,1.38
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Konami Digital Entertainment,0.81,0.81
Final Fantasy XI: Wings of the Goddess,MULTI,2007,Square Enix,0.81,1.11
The Sims 2,MULTI,2005,Electronic Arts,0.81,1.3900000000000001
MadWorld,Wii,2009,Sega,0.8,0.8
Who wants to be a millionaire,PS,2000,Eidos Interactive,0.8,0.8
Yakuza,MULTI,2005,Sega,0.8,0.91
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,LucasArts,0.8,0.8
ABBA: You Can Dance,Wii,2011,Ubisoft,0.8,0.8
Moto Racer,PS,1997,Electronic Arts,0.8,0.8
Hitman: Contracts,MULTI,2004,Eidos Interactive,0.8,1.1400000000000001
Final Fantasy Anthology,PS,1999,Square EA,0.8,0.8
Aliens: Colonial Marines,MULTI,2013,Sega,0.8,1.44
[Prototype 2],MULTI,2012,Activision,0.8,1.55
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Sega,0.8,0.8
Goldeneye 007: Reloaded,MULTI,2011,Activision,0.8,1.31
All Star Cheer Squad,Wii,2008,THQ,0.8,0.8
Resident Evil: Revelations,MULTI,2013,Capcom,0.8,1.27
Super Robot Taisen α,PS,2000,Banpresto,0.8,0.8
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Nintendo,0.8,0.8
Tales of Destiny 2,PS2,2002,Namco Bandai Games,0.8,0.8
Capcom's Soccer Shootout,SNES,1993,Nintendo,0.8,0.8
The Godfather II,MULTI,2009,Electronic Arts,0.79,1.54
Alien,2600,1981,20th Century Fox Video Games,0.79,0.79
Dragon Ball Z: Budokai Tenkaichi 2,MULTI,2006,Atari,0.79,1.09
The Walking Dead: Season One,MULTI,2012,Avanquest Software,0.79,2.15
Ridge Racer,PS,1994,Sony Computer Entertainment,0.79,0.79
Harvest Moon: A Wonderful Life,GC,2003,Ubisoft,0.79,0.79
Momotarou Dentetsu 7,PS,1997,Hudson Entertainment,0.79,0.79
Motocross Mania,PS,2001,Take-Two Interactive,0.79,0.79
Mega Man 5,NES,1992,Capcom,0.79,0.79
Star Ocean: The Last Hope,X360,2009,Square Enix,0.79,0.79
Dance Dance Revolution SuperNOVA 2,PS2,2007,Konami Digital Entertainment,0.79,0.79
Armored Core 2,PS2,2000,Ubisoft,0.79,0.79
Ghost Squad,Wii,2007,Sega,0.79,0.79
Dead Island: Riptide,MULTI,2013,Deep Silver,0.79,1.4100000000000001
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Nintendo,0.79,0.79
Too Human,X360,2008,Microsoft Game Studios,0.79,0.79
NCAA Football 08,MULTI,2007,Electronic Arts,0.79,1.95
PokePark 2: Wonders Beyond,Wii,2011,Nintendo,0.79,0.79
Tom Clancy's Splinter Cell: Double Agent,MULTI,2006,Ubisoft,0.78,1.23
Yars' Revenge,2600,1982,Atari,0.78,0.78
Lips,X360,2008,Microsoft Game Studios,0.78,0.78
Doom,PS,1994,Infogrames,0.78,0.78
Buzz! The Hollywood Quiz,PS2,2007,Sony Computer Entertainment,0.78,0.78
We Sing,Wii,2009,Nordic Games,0.78,0.78
Marvel vs. Capcom: Clash of Super Heroes,MULTI,1999,Capcom,0.78,0.88
God of War Saga,PS3,2012,Sony Computer Entertainment,0.78,0.78
Battle Stations,PS,1997,Electronic Arts,0.78,0.78
Pro Evolution Soccer 2016,MULTI,2015,Konami Digital Entertainment,0.78,1.46
UFC Personal Trainer: The Ultimate Fitness System,MULTI,2011,THQ,0.78,1.1800000000000002
NBA 2K7,MULTI,2006,Take-Two Interactive,0.78,1.77
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,ChunSoft,0.78,0.78
Jr. Pac-Man,2600,1983,Atari,0.78,0.78
Banjo-Kazooie: Nuts & Bolts,X360,2008,Microsoft Game Studios,0.78,0.78
NBA ShootOut 98,PS,1998,Sony Computer Entertainment,0.78,0.78
Harry Potter and the Half-Blood Prince,MULTI,2009,Electronic Arts,0.77,2.0700000000000003
Perfect Dark Zero,X360,2005,Microsoft Game Studios,0.77,0.77
Galaxian,2600,1982,Atari,0.77,0.77
Andretti Racing,PS,1996,Electronic Arts,0.77,0.77
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Interplay,0.77,0.77
Air Raid,2600,1981,Men-A-Vision,0.77,0.77
Marvel Nemesis: Rise of the Imperfects,MULTI,2005,Electronic Arts,0.77,1.4300000000000002
Boxing,MULTI,1980,Activision,0.77,0.8400000000000001
Need for Speed: Porsche Unleashed,PS,1999,Electronic Arts,0.77,0.77
Dragon Ball: Raging Blast,MULTI,2009,Namco Bandai Games,0.77,1.28
Crystal Castles,2600,1983,Atari,0.77,0.77
Conker's Bad Fur Day,N64,2001,THQ,0.77,0.77
Conflict: Desert Storm II - Back to Bagdhad,MULTI,2003,SCi,0.77,1.09
Maximo: Ghosts to Glory,PS2,2001,Capcom,0.77,0.77
All-Star Baseball 2003,MULTI,2002,Acclaim Entertainment,0.77,1.18
Unlimited Saga,PS2,2002,Atari,0.77,0.77
Cabela's Deer Hunt: 2004 Season,MULTI,2003,Activision Value,0.76,0.97
Formula 1,PS,1996,Psygnosis,0.76,0.76
Raving Rabbids: Travel in Time,Wii,2010,Ubisoft,0.76,0.76
Mercenaries: Playground of Destruction,MULTI,2005,LucasArts,0.76,1.44
MTV Celebrity Deathmatch,MULTI,2003,Gotham Games,0.76,0.97
Street Fighter Alpha: Warriors' Dreams,MULTI,1995,Virgin Interactive,0.76,1.1099999999999999
ISS Pro Evolution,PS,1998,Konami Digital Entertainment,0.76,0.76
SoulCalibur V,MULTI,2012,Namco Bandai Games,0.76,1.35
Pro Evolution Soccer 2015,MULTI,2014,Konami Digital Entertainment,0.76,1.68
Drawn to Life: The Next Chapter,Wii,2009,THQ,0.76,0.76
The Lord of the Rings: Conquest,MULTI,2009,Electronic Arts,0.76,1.4
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Namco Bandai Games,0.76,0.76
Syphon Filter: The Omega Strain,PS2,2004,Sony Computer Entertainment,0.76,0.76
Deer Drive,Wii,2009,Big Ben Interactive,0.76,0.76
Kane & Lynch: Dead Men,MULTI,2007,Eidos Interactive,0.76,1.52
Marvel vs. Capcom 2: New Age of Heroes,MULTI,2002,Capcom,0.76,1.04
True Crime: New York City,MULTI,2005,Activision,0.76,1.21
Legends of Wrestling,MULTI,2001,Acclaim Entertainment,0.76,1.03
Monopoly Streets,MULTI,2010,Electronic Arts,0.76,1.45
Genji: Days of the Blade,PS3,2006,Sony Computer Entertainment,0.76,0.76
Harvest Moon: Animal Parade,Wii,2008,Rising Star Games,0.76,0.76
Rare Replay,XOne,2015,Microsoft Game Studios,0.75,0.75
Mega Man X5,PS,2000,Capcom,0.75,0.75
Turok,MULTI,2008,Touchstone,0.75,1.4300000000000002
Shark Tale,MULTI,2004,Activision,0.75,1.25
San Francisco Rush: Extreme Racing,MULTI,1997,GT Interactive,0.75,1.13
Zone of the Enders,PS2,2001,Konami Digital Entertainment,0.75,0.75
Street Fighter EX Plus Alpha,PS,1997,Virgin Interactive,0.75,0.75
Tales of Vesperia,MULTI,2008,Atari,0.75,1.2
X-Men Origins: Wolverine - Uncaged Edition,MULTI,2009,Activision,0.75,1.44
Split/Second,MULTI,2010,Disney Interactive Studios,0.75,1.3599999999999999
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Capcom,0.75,0.75
MVP 06 NCAA Baseball,MULTI,2006,Electronic Arts,0.75,1.09
